"statistic"	"source"	"condition"	"score"	"p_value"
"mlm"	"JAK-STAT"	"CHD1g2MAP3K7g2_CTRL"	2.95994162504354	0.0030818478745524
"mlm"	"MAPK"	"CHD1g2MAP3K7g2_CTRL"	-1.98117772465233	0.0475898166213331
"mlm"	"NFkB"	"CHD1g2MAP3K7g2_CTRL"	-0.175339875840435	0.860814978381042
"mlm"	"PI3K"	"CHD1g2MAP3K7g2_CTRL"	0.651217814154697	0.514915999167539
"mlm"	"TGFb"	"CHD1g2MAP3K7g2_CTRL"	0.0614819487302289	0.950976219891945
"mlm"	"TNFa"	"CHD1g2MAP3K7g2_CTRL"	-0.373741250048262	0.70860218387656
"mlm"	"Trail"	"CHD1g2MAP3K7g2_CTRL"	1.04617431238091	0.295497639036552
"mlm"	"VEGF"	"CHD1g2MAP3K7g2_CTRL"	1.44233363601674	0.149229428086928
"mlm"	"WNT"	"CHD1g2MAP3K7g2_CTRL"	-2.36561960473933	0.0180127378677939
"mlm"	"p53"	"CHD1g2MAP3K7g2_CTRL"	0.357977253490404	0.720365439242113
"mlm"	"Androgen"	"CHD1g2MAP3K7g2_IFNg"	3.05085243300807	0.00228596428172752
"mlm"	"EGFR"	"CHD1g2MAP3K7g2_IFNg"	1.26971879526687	0.204204770905444
"mlm"	"Estrogen"	"CHD1g2MAP3K7g2_IFNg"	-0.0764248384775215	0.939082141747854
"mlm"	"Hypoxia"	"CHD1g2MAP3K7g2_IFNg"	0.972281242101798	0.33092653648237
"mlm"	"JAK-STAT"	"CHD1g2MAP3K7g2_IFNg"	5.27986625231382	1.31105144654614e-07
"mlm"	"MAPK"	"CHD1g2MAP3K7g2_IFNg"	-4.10013362379415	4.15116021671915e-05
"mlm"	"NFkB"	"CHD1g2MAP3K7g2_IFNg"	-0.0216369425322497	0.982737856109043
"mlm"	"PI3K"	"CHD1g2MAP3K7g2_IFNg"	-0.712952119604764	0.475886621877425
"mlm"	"TGFb"	"CHD1g2MAP3K7g2_IFNg"	-0.195705750262427	0.844843169032735
"mlm"	"TNFa"	"CHD1g2MAP3K7g2_IFNg"	-0.979579967020606	0.327309503027249
"mlm"	"Trail"	"CHD1g2MAP3K7g2_IFNg"	1.24842541487044	0.211895046965971
"mlm"	"VEGF"	"CHD1g2MAP3K7g2_IFNg"	1.4517966688918	0.146579338834051
"mlm"	"WNT"	"CHD1g2MAP3K7g2_IFNg"	-1.31391639721583	0.188894696858071
"mlm"	"p53"	"CHD1g2MAP3K7g2_IFNg"	0.575172102270786	0.565183648418857
"mlm"	"Androgen"	"MAP3K7g2_CTRL"	-1.79993611558494	0.0718910749041364
"mlm"	"EGFR"	"MAP3K7g2_CTRL"	1.24940781712198	0.211535701335857
"mlm"	"Estrogen"	"MAP3K7g2_CTRL"	-1.88002182843986	0.060124720221539
"mlm"	"Hypoxia"	"MAP3K7g2_CTRL"	-0.949192870050108	0.342538019703906
"mlm"	"JAK-STAT"	"MAP3K7g2_CTRL"	-0.930351224698115	0.352204432025839
"mlm"	"MAPK"	"MAP3K7g2_CTRL"	-0.96964287801466	0.332240371449618
"mlm"	"NFkB"	"MAP3K7g2_CTRL"	0.299476002255263	0.764581083383009
"mlm"	"PI3K"	"MAP3K7g2_CTRL"	-4.62208588363469	3.83108243105481e-06
"mlm"	"TGFb"	"MAP3K7g2_CTRL"	0.908490109486169	0.363634123901797
"mlm"	"TNFa"	"MAP3K7g2_CTRL"	-3.258095241597	0.00112415488863054
"mlm"	"Trail"	"MAP3K7g2_CTRL"	1.64118453929874	0.100780353863986
"mlm"	"VEGF"	"MAP3K7g2_CTRL"	-1.19382882386399	0.23256406101945
"mlm"	"WNT"	"MAP3K7g2_CTRL"	-1.92449809225389	0.0543113204756899
"mlm"	"p53"	"MAP3K7g2_CTRL"	4.11406363173139	3.90856542675141e-05
"mlm"	"Androgen"	"MAP3K7g2_IFNg"	0.309692752316012	0.756798973118737
"mlm"	"EGFR"	"MAP3K7g2_IFNg"	0.445236397529538	0.656155435078722
"mlm"	"Estrogen"	"MAP3K7g2_IFNg"	-0.571261195183332	0.567831272691413
"mlm"	"Hypoxia"	"MAP3K7g2_IFNg"	0.124740776957327	0.90073046761752
"mlm"	"JAK-STAT"	"MAP3K7g2_IFNg"	-12.6594119739573	1.53464581071445e-36
"mlm"	"MAPK"	"MAP3K7g2_IFNg"	-0.0987313405045167	0.921352920869462
"mlm"	"NFkB"	"MAP3K7g2_IFNg"	-15.8629866500985	3.31840501361376e-56
"mlm"	"PI3K"	"MAP3K7g2_IFNg"	0.261283593972365	0.793877451556215
"mlm"	"TGFb"	"MAP3K7g2_IFNg"	0.0284953553200354	0.977267456495257
"mlm"	"TNFa"	"MAP3K7g2_IFNg"	1.11788175485088	0.263635636290346
"mlm"	"Trail"	"MAP3K7g2_IFNg"	0.104797414931794	0.916537980882313
"mlm"	"VEGF"	"MAP3K7g2_IFNg"	0.00511127721454156	0.995921877442842
"mlm"	"WNT"	"MAP3K7g2_IFNg"	-0.19087880246289	0.848623165140265
"mlm"	"p53"	"MAP3K7g2_IFNg"	0.143675166597109	0.885758937188356
"mlm"	"Androgen"	"MAP3K7g1_CTRL"	2.86903463448206	0.00412309055416071
"mlm"	"EGFR"	"MAP3K7g1_CTRL"	0.462064501099779	0.644041855387797
"mlm"	"Estrogen"	"MAP3K7g1_CTRL"	-1.47736938259967	0.139597918353065
"mlm"	"Hypoxia"	"MAP3K7g1_CTRL"	0.516121600514788	0.6057771897966
"mlm"	"JAK-STAT"	"MAP3K7g1_CTRL"	4.45762032154305	8.34833399719813e-06
"mlm"	"MAPK"	"MAP3K7g1_CTRL"	0.213072306127924	0.831273498677576
"mlm"	"NFkB"	"MAP3K7g1_CTRL"	-2.07297348146774	0.0381920049370563
"mlm"	"PI3K"	"MAP3K7g1_CTRL"	0.21155978303634	0.832453399410002
"mlm"	"TGFb"	"MAP3K7g1_CTRL"	0.714759961455789	0.474768648642141
"mlm"	"TNFa"	"MAP3K7g1_CTRL"	-17.1208687851893	4.38502391291413e-65
"mlm"	"Trail"	"MAP3K7g1_CTRL"	0.0493707994017538	0.960624464418178
"mlm"	"VEGF"	"MAP3K7g1_CTRL"	-0.266819128077208	0.789612141829681
"mlm"	"WNT"	"MAP3K7g1_CTRL"	-0.752864396220616	0.451543374839692
"mlm"	"p53"	"MAP3K7g1_CTRL"	0.140407961590283	0.88833957770526
"mlm"	"Androgen"	"MAP3K7g1_IFNg"	0.908631704273949	0.36355935490617
"mlm"	"EGFR"	"MAP3K7g1_IFNg"	0.607129852157485	0.543774050613008
"mlm"	"Estrogen"	"MAP3K7g1_IFNg"	-1.33780284257416	0.180981262334293
"mlm"	"Hypoxia"	"MAP3K7g1_IFNg"	0.128559432126913	0.897708014436036
"mlm"	"JAK-STAT"	"MAP3K7g1_IFNg"	-6.55136589428954	5.88952508081266e-11
"mlm"	"MAPK"	"MAP3K7g1_IFNg"	0.0895881616722715	0.928615703956875
"mlm"	"NFkB"	"MAP3K7g1_IFNg"	-12.9956712400276	2.09990028978469e-38
"mlm"	"PI3K"	"MAP3K7g1_IFNg"	0.257488139979197	0.796805547975915
"mlm"	"TGFb"	"MAP3K7g1_IFNg"	0.594353851167131	0.552284549207574
"mlm"	"TNFa"	"MAP3K7g1_IFNg"	-10.8885753382695	1.6612213011155e-27
"mlm"	"Trail"	"MAP3K7g1_IFNg"	0.0911564997913736	0.927369472276039
"mlm"	"VEGF"	"MAP3K7g1_IFNg"	0.13391302260788	0.89347317255129
"mlm"	"WNT"	"MAP3K7g1_IFNg"	-0.624649118477	0.532210999979928
"mlm"	"p53"	"MAP3K7g1_IFNg"	0.208009879915993	0.8352241140567
